latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
42.875,71.375,625.0,18000,Asia/Qyzylorda,GMT+5

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),evapotranspiration (mm),et0_fao_evapotranspiration (mm),wind_speed_10m (km/h),uv_index (),uv_index_clear_sky (),is_day (),sunshine_duration (s),total_column_integrated_water_vapour (kg/m²),wet_bulb_temperature_2m (°C),cape (J/kg),boundary_layer_height (m),shortwave_radiation (W/m²),direct_radiation (W/m²),direct_normal_irradiance (W/m²),shortwave_radiation_instant (W/m²),soil_moisture_0_to_1cm (m³/m³),temperature_80m (°C),freezing_level_height (m)
2025-09-08T09:00,21.1,37,0.00,0.08,0.23,1.0,2.85,2.85,1,3600.00,20.50,12.7,0.0,680.00,398.0,268.0,560.8,461.4,0.066,19.3,3910.00
2025-09-08T10:00,23.3,33,0.00,0.12,0.34,1.8,4.30,4.30,1,3600.00,20.70,13.8,0.0,1370.00,521.0,353.0,570.3,570.4,0.064,21.1,3920.00
2025-09-08T11:00,26.6,27,0.00,0.14,0.48,6.4,5.50,5.50,1,3600.00,21.00,15.2,0.0,2360.00,656.0,480.0,664.5,689.9,0.064,24.1,3960.00
2025-09-08T12:00,28.0,25,0.00,0.15,0.60,12.1,6.25,6.25,1,3600.00,21.20,15.8,10.0,2890.00,769.0,626.0,801.5,782.1,0.062,25.2,3960.00
2025-09-08T13:00,29.4,23,0.00,0.13,0.65,17.4,6.25,6.35,1,3600.00,20.30,16.3,20.0,2860.00,762.0,606.0,766.1,750.9,0.060,26.8,3890.00
2025-09-08T14:00,29.6,22,0.10,0.13,0.59,22.0,4.60,5.85,1,3600.00,19.60,16.2,20.0,2550.00,598.0,352.0,468.4,569.6,0.066,27.4,3840.00
2025-09-08T15:00,29.7,20,0.00,0.11,0.58,25.7,3.30,4.85,1,3600.00,18.40,15.7,10.0,2940.00,509.0,307.0,461.5,465.2,0.066,27.5,3890.00
2025-09-08T16:00,28.8,20,0.00,0.10,0.53,25.3,3.25,3.45,1,3600.00,17.30,15.1,10.0,2435.00,485.0,365.0,678.3,417.3,0.064,27.0,3900.00
2025-09-08T17:00,28.2,21,0.00,0.09,0.37,17.1,1.95,1.95,1,3600.00,16.10,14.9,0.0,1990.00,317.0,225.0,594.2,243.6,0.057,27.0,3980.00
2025-09-08T18:00,26.3,24,0.00,0.06,0.19,11.2,0.75,0.75,1,3600.00,15.70,14.3,0.0,1340.00,135.0,74.0,373.9,70.6,0.058,25.9,3920.00
2025-09-08T19:00,23.5,31,0.00,0.03,0.05,3.4,0.05,0.05,0,0.00,15.80,13.6,0.0,500.00,14.0,3.0,34.1,0.0,0.059,24.8,3840.00
2025-09-08T20:00,21.5,37,0.00,0.02,0.03,4.5,0.00,0.00,0,0.00,16.80,13.1,0.0,10.00,0.0,0.0,0.0,0.0,0.060,24.1,3820.00
2025-09-08T21:00,18.4,46,0.00,0.02,0.03,5.4,0.00,0.00,0,0.00,16.00,11.8,0.0,15.00,0.0,0.0,0.0,0.0,0.062,23.5,3830.00
2025-09-08T22:00,17.1,50,0.00,0.01,0.03,5.6,0.00,0.00,0,0.00,15.20,11.2,0.0,15.00,0.0,0.0,0.0,0.0,0.063,22.6,3860.00
2025-09-08T23:00,15.8,49,0.00,0.01,0.03,5.9,0.00,0.00,0,0.00,15.20,10.0,0.0,20.00,0.0,0.0,0.0,0.0,0.064,21.8,3820.00
2025-09-09T00:00,15.0,52,0.00,0.01,0.02,5.9,0.00,0.00,0,0.00,14.90,9.6,0.0,35.00,0.0,0.0,0.0,0.0,0.065,21.4,3840.00
2025-09-09T01:00,14.5,53,0.00,0.01,0.02,5.4,0.00,0.00,0,0.00,15.10,9.3,0.0,45.00,0.0,0.0,0.0,0.0,0.066,20.8,3850.00
2025-09-09T02:00,14.1,55,0.00,0.01,0.01,4.5,0.00,0.00,0,0.00,15.50,9.1,0.0,50.00,0.0,0.0,0.0,0.0,0.067,20.0,3850.00
2025-09-09T03:00,13.5,59,0.00,0.01,0.01,3.8,0.00,0.00,0,0.00,15.60,9.1,0.0,15.00,0.0,0.0,0.0,0.0,0.068,19.0,3860.00
2025-09-09T04:00,13.2,61,0.00,0.01,0.01,4.3,0.00,0.00,0,0.00,15.50,9.0,0.0,10.00,0.0,0.0,0.0,0.0,0.069,18.3,3880.00
2025-09-09T05:00,11.7,62,0.00,0.01,0.01,4.9,0.00,0.00,0,0.00,15.40,7.7,0.0,10.00,0.0,0.0,0.0,0.0,0.069,17.7,3930.00
2025-09-09T06:00,11.1,65,0.00,0.01,0.03,4.9,0.00,0.00,1,0.00,15.40,7.5,0.0,10.00,1.0,0.0,0.0,4.9,0.070,17.4,3920.00
2025-09-09T07:00,12.2,62,0.00,0.01,0.04,4.5,0.30,0.35,1,0.00,15.10,8.2,0.0,55.00,60.0,8.0,55.6,107.4,0.071,17.3,3940.00
2025-09-09T08:00,16.0,53,0.00,0.02,0.09,0.7,1.25,1.40,1,1735.08,15.20,10.6,0.0,250.00,172.0,36.0,117.8,221.8,0.071,17.2,3950.00
2025-09-09T09:00,19.7,35,0.00,0.04,0.22,3.6,2.35,2.80,1,3600.00,16.20,11.4,0.0,575.00,346.0,148.0,311.8,401.5,0.071,17.9,3940.00
2025-09-09T10:00,21.8,31,0.00,0.06,0.35,5.0,3.00,4.25,1,3600.00,16.70,12.4,0.0,705.00,528.0,330.0,536.1,578.3,0.070,19.5,3900.00
2025-09-09T11:00,23.0,30,0.00,0.07,0.45,10.7,4.25,5.45,1,3600.00,17.60,13.1,0.0,1025.00,615.0,355.0,493.9,646.8,0.070,20.5,3910.00
2025-09-09T12:00,23.7,31,0.00,0.07,0.43,12.2,5.10,6.15,1,3600.00,17.40,13.8,0.0,1280.00,543.0,165.0,212.3,552.2,0.069,21.4,3950.00
2025-09-09T13:00,24.5,31,0.00,0.07,0.43,12.5,5.45,6.30,1,3600.00,18.00,14.4,0.0,1620.00,527.0,197.0,250.3,519.2,0.068,22.2,4000.00
2025-09-09T14:00,24.8,29,0.00,0.07,0.40,11.2,5.65,5.80,1,3600.00,18.80,14.2,0.0,1785.00,479.0,150.0,200.8,456.1,0.067,22.6,4010.00
2025-09-09T15:00,25.3,29,0.00,0.07,0.40,10.7,4.80,4.80,1,3600.00,19.40,14.6,0.0,2030.00,492.0,263.0,398.2,449.2,0.067,23.0,3990.00
2025-09-09T16:00,25.1,30,0.00,0.07,0.35,9.8,3.40,3.40,1,3600.00,20.20,14.7,0.0,2150.00,437.0,298.0,559.0,375.4,0.066,23.2,3960.00
2025-09-09T17:00,25.3,30,0.00,0.06,0.25,9.1,1.90,1.90,1,3600.00,20.40,14.8,0.0,1400.00,294.0,193.0,516.9,224.9,0.065,24.0,4020.00
2025-09-09T18:00,24.0,34,0.00,0.04,0.12,6.7,0.70,0.70,1,3600.00,20.40,14.5,0.0,90.00,126.0,66.0,343.0,64.1,0.065,23.5,4000.00
2025-09-09T19:00,21.8,41,0.00,0.02,0.04,3.0,0.05,0.05,0,0.00,20.70,14.0,0.0,20.00,12.0,2.0,23.5,0.0,0.066,23.1,3960.00
2025-09-09T20:00,21.0,45,0.00,-0.00,0.00,0.8,0.00,0.00,0,0.00,20.60,13.9,0.0,10.00,0.0,0.0,0.0,0.0,0.067,22.7,3960.00
2025-09-09T21:00,20.0,48,0.00,-0.00,0.02,4.0,0.00,0.00,0,0.00,20.00,13.5,0.0,10.00,0.0,0.0,0.0,0.0,0.068,22.2,3900.00
2025-09-09T22:00,17.0,55,0.00,-0.00,0.02,4.7,0.00,0.00,0,0.00,19.80,11.7,0.0,10.00,0.0,0.0,0.0,0.0,0.069,21.5,3890.00
2025-09-09T23:00,14.4,62,0.00,0.01,0.01,4.8,0.00,0.00,0,0.00,19.50,10.2,0.0,10.00,0.0,0.0,0.0,0.0,0.069,20.8,3900.00
2025-09-10T00:00,14.3,62,0.00,0.01,0.01,4.8,0.00,0.00,0,0.00,18.60,10.1,0.0,10.00,0.0,0.0,0.0,0.0,0.070,20.2,3880.00
2025-09-10T01:00,13.9,61,0.00,0.01,0.01,4.7,0.00,0.00,0,0.00,17.80,9.7,0.0,10.00,0.0,0.0,0.0,0.0,0.071,19.7,3850.00
2025-09-10T02:00,13.5,60,0.00,0.01,0.01,4.9,0.00,0.00,0,0.00,18.00,9.1,0.0,10.00,0.0,0.0,0.0,0.0,0.071,19.2,3820.00
2025-09-10T03:00,12.9,61,0.00,0.01,0.01,4.9,0.00,0.00,0,0.00,18.60,8.8,0.0,15.00,0.0,0.0,0.0,0.0,0.072,18.9,3820.00
2025-09-10T04:00,12.3,63,0.00,0.01,0.01,4.8,0.00,0.00,0,0.00,19.40,8.4,0.0,20.00,0.0,0.0,0.0,0.0,0.072,18.5,3810.00
2025-09-10T05:00,11.4,66,0.00,0.01,0.01,5.2,0.00,0.00,0,0.00,20.20,7.9,0.0,15.00,0.0,0.0,0.0,0.0,0.069,18.4,3750.00
2025-09-10T06:00,12.0,64,0.00,0.01,0.02,5.0,0.00,0.00,1,0.00,20.50,8.2,0.0,15.00,1.0,0.0,0.0,6.3,0.069,18.2,3720.00
2025-09-10T07:00,13.6,59,0.00,0.01,0.04,4.3,0.35,0.35,1,534.88,20.40,9.1,0.0,100.00,53.0,12.0,84.4,96.1,0.070,18.4,3740.00
2025-09-10T08:00,17.5,50,0.00,0.02,0.10,1.5,1.35,1.35,1,3600.00,20.40,11.5,0.0,320.00,185.0,86.0,284.6,239.1,0.070,18.7,3760.00
2025-09-10T09:00,21.5,36,0.00,0.04,0.21,1.1,2.80,2.80,1,3600.00,20.40,12.9,0.0,750.00,343.0,189.0,401.0,398.4,0.069,19.7,3750.00
2025-09-10T10:00,24.1,31,0.00,0.06,0.35,2.3,4.25,4.25,1,3600.00,20.10,14.1,0.0,1215.00,528.0,364.0,594.6,578.5,0.068,21.8,3750.00
2025-09-10T11:00,25.9,27,0.00,0.08,0.48,5.6,5.40,5.40,1,3600.00,19.80,14.7,10.0,1340.00,680.0,524.0,732.7,715.3,0.067,23.2,3800.00
2025-09-10T12:00,26.9,25,0.00,0.10,0.57,10.6,6.15,6.15,1,3600.00,19.60,15.0,10.0,1575.00,762.0,614.0,793.9,774.9,0.065,23.9,3800.00
2025-09-10T13:00,27.2,25,0.00,0.10,0.61,14.8,6.25,6.25,1,3600.00,19.80,15.2,10.0,2255.00,776.0,634.0,810.0,764.3,0.063,24.4,3800.00
2025-09-10T14:00,27.4,25,0.00,0.09,0.57,14.3,5.80,5.80,1,3600.00,20.40,15.3,10.0,3265.00,719.0,579.0,779.7,684.2,0.062,24.7,3770.00
2025-09-10T15:00,27.4,25,0.00,0.09,0.51,13.8,4.75,4.75,1,3600.00,20.20,15.3,10.0,2945.00,621.0,491.0,748.8,566.4,0.061,25.0,3770.00
2025-09-10T16:00,26.9,27,0.00,0.07,0.40,12.1,3.15,3.35,1,3600.00,20.50,15.4,10.0,2595.00,475.0,361.0,683.7,407.2,0.061,24.9,3740.00
2025-09-10T17:00,26.8,27,0.00,0.06,0.27,9.8,1.75,1.90,1,3600.00,20.50,15.3,0.0,2230.00,296.0,201.0,546.1,225.3,0.060,25.5,3770.00
2025-09-10T18:00,25.6,28,0.00,0.04,0.14,7.6,0.65,0.70,1,3600.00,20.20,14.7,0.0,520.00,121.0,62.0,331.8,59.8,0.060,25.6,3750.00
2025-09-10T19:00,22.9,35,0.00,0.02,0.05,3.9,0.05,0.05,0,0.00,19.80,13.9,0.0,205.00,10.0,2.0,24.3,0.0,0.061,24.8,3720.00
2025-09-10T20:00,22.0,37,0.00,0.01,0.02,3.3,0.00,0.00,0,0.00,18.80,13.5,0.0,155.00,0.0,0.0,0.0,0.0,0.062,23.9,3680.00
2025-09-10T21:00,19.2,42,0.00,0.01,0.03,4.9,0.00,0.00,0,0.00,17.40,11.9,0.0,110.00,0.0,0.0,0.0,0.0,0.063,23.0,3700.00
2025-09-10T22:00,17.1,49,0.00,0.01,0.03,5.5,0.00,0.00,0,0.00,16.90,11.1,0.0,185.00,0.0,0.0,0.0,0.0,0.063,22.1,3710.00
2025-09-10T23:00,15.3,54,0.00,0.01,0.02,5.2,0.00,0.00,0,0.00,17.00,10.1,0.0,120.00,0.0,0.0,0.0,0.0,0.065,21.4,3720.00
2025-09-11T00:00,15.5,51,0.00,0.01,0.02,5.6,0.00,0.00,0,0.00,17.10,9.9,0.0,40.00,0.0,0.0,0.0,0.0,0.065,20.1,3830.00
2025-09-11T01:00,15.5,47,0.00,0.01,0.03,5.2,0.00,0.00,0,0.00,17.00,9.5,0.0,10.00,0.0,0.0,0.0,0.0,0.066,18.8,3900.00
2025-09-11T02:00,14.6,49,0.00,0.01,0.02,4.6,0.00,0.00,0,0.00,16.90,9.0,0.0,10.00,0.0,0.0,0.0,0.0,0.067,18.1,3900.00
2025-09-11T03:00,13.1,55,0.00,0.01,0.02,5.2,0.00,0.00,0,0.00,16.50,8.3,0.0,10.00,0.0,0.0,0.0,0.0,0.067,17.6,3860.00
2025-09-11T04:00,11.4,63,0.00,0.01,0.01,5.4,0.00,0.00,0,0.00,16.30,7.6,0.0,10.00,0.0,0.0,0.0,0.0,0.068,17.4,3850.00
2025-09-11T05:00,10.5,63,0.00,-0.00,0.01,5.2,0.00,0.00,0,0.00,15.00,6.7,0.0,10.00,0.0,0.0,0.0,0.0,0.066,17.0,3910.00
2025-09-11T06:00,9.4,68,0.00,-0.00,0.00,5.5,0.00,0.00,1,0.00,14.70,6.2,0.0,10.00,1.0,0.0,0.0,10.6,0.067,16.8,3950.00
2025-09-11T07:00,10.5,63,0.00,0.01,0.04,5.2,0.35,0.35,1,2566.90,14.30,6.8,0.0,40.00,70.0,27.0,192.2,128.6,0.067,16.6,3990.00
2025-09-11T08:00,15.6,48,0.00,0.01,0.12,1.8,1.35,1.35,1,3600.00,14.10,9.7,0.0,290.00,237.0,148.0,495.1,307.1,0.068,16.6,3970.00
2025-09-11T09:00,19.4,32,0.00,0.04,0.26,5.8,2.80,2.80,1,3600.00,14.10,10.7,0.0,750.00,421.0,305.0,651.8,489.4,0.067,17.3,3950.00
2025-09-11T10:00,20.9,30,0.00,0.05,0.38,8.0,4.25,4.25,1,3600.00,13.60,11.5,0.0,1060.00,584.0,451.0,741.0,640.1,0.066,18.1,3930.00
2025-09-11T11:00,22.4,27,0.00,0.07,0.48,10.5,5.45,5.45,1,3600.00,12.80,12.1,0.0,1220.00,705.0,563.0,791.3,741.6,0.066,19.5,3940.00
2025-09-11T12:00,23.6,26,0.00,0.07,0.54,11.3,6.15,6.15,1,3600.00,12.80,12.8,10.0,1505.00,777.0,632.0,821.4,790.1,0.065,20.6,3990.00
2025-09-11T13:00,24.6,26,0.00,0.08,0.56,11.9,6.25,6.25,1,3600.00,14.10,13.5,10.0,1550.00,787.0,645.0,828.5,774.9,0.064,21.6,4090.00
2025-09-11T14:00,25.0,26,0.00,0.07,0.54,13.0,5.75,5.75,1,3600.00,15.80,13.8,10.0,1625.00,728.0,584.0,791.2,692.4,0.063,22.2,4150.00
2025-09-11T15:00,25.0,25,0.00,0.07,0.48,12.6,4.70,4.70,1,3600.00,16.60,13.6,10.0,1785.00,628.0,500.0,768.2,572.3,0.063,22.5,4200.00
2025-09-11T16:00,24.6,26,0.00,0.06,0.38,12.3,3.35,3.35,1,3600.00,17.80,13.5,10.0,1760.00,479.0,367.0,702.0,409.9,0.062,22.6,4200.00
2025-09-11T17:00,24.5,28,0.00,0.05,0.26,10.1,1.85,1.85,1,3600.00,17.70,13.9,0.0,1495.00,300.0,208.0,573.5,227.2,0.062,23.2,4250.00
2025-09-11T18:00,22.9,31,0.00,0.03,0.13,8.3,0.65,0.65,1,3600.00,17.80,13.2,0.0,195.00,119.0,61.0,336.5,56.9,0.062,22.5,4220.00
2025-09-11T19:00,20.4,37,0.00,0.02,0.06,4.7,0.05,0.05,0,0.00,18.00,12.2,0.0,70.00,9.0,1.0,12.6,0.0,0.063,21.6,4190.00
2025-09-11T20:00,19.2,41,0.00,0.01,0.01,2.9,0.00,0.00,0,0.00,17.90,11.8,0.0,35.00,0.0,0.0,0.0,0.0,0.063,20.7,4140.00
2025-09-11T21:00,18.4,45,0.00,-0.00,0.00,2.3,0.00,0.00,0,0.00,17.50,11.7,0.0,40.00,0.0,0.0,0.0,0.0,0.064,19.8,4130.00
2025-09-11T22:00,17.4,46,0.00,-0.00,0.02,4.4,0.00,0.00,0,0.00,16.80,11.0,0.0,65.00,0.0,0.0,0.0,0.0,0.065,18.8,4140.00
2025-09-11T23:00,16.6,42,0.00,-0.00,0.02,3.6,0.00,0.00,0,0.00,16.70,9.8,0.0,60.00,0.0,0.0,0.0,0.0,0.066,17.9,4100.00
2025-09-12T00:00,15.1,45,0.00,-0.00,0.02,4.5,0.00,0.00,0,0.00,16.80,8.9,0.0,15.00,0.0,0.0,0.0,0.0,0.067,17.3,4100.00
2025-09-12T01:00,12.1,54,0.00,-0.00,0.01,4.5,0.00,0.00,0,0.00,16.70,7.3,0.0,10.00,0.0,0.0,0.0,0.0,0.067,16.8,4090.00
2025-09-12T02:00,10.4,61,0.00,0.01,0.01,4.7,0.00,0.00,0,0.00,17.10,6.5,0.0,10.00,0.0,0.0,0.0,0.0,0.068,16.3,4080.00
2025-09-12T03:00,10.1,63,0.00,-0.00,0.01,4.6,0.00,0.00,0,0.00,17.30,6.4,0.0,10.00,0.0,0.0,0.0,0.0,0.068,15.8,4060.00
2025-09-12T04:00,9.8,64,0.00,-0.00,0.01,4.7,0.00,0.00,0,0.00,17.70,6.2,0.0,10.00,0.0,0.0,0.0,0.0,0.069,15.3,4030.00
2025-09-12T05:00,10.9,56,0.00,-0.00,0.01,4.4,0.00,0.00,0,0.00,18.50,6.5,0.0,10.00,0.0,0.0,0.0,0.0,0.069,14.2,4090.00
2025-09-12T06:00,10.7,58,0.00,-0.00,0.00,4.6,0.00,0.00,1,0.00,19.50,6.4,0.0,10.00,1.0,0.0,0.0,0.0,0.069,13.8,4110.00
2025-09-12T07:00,11.7,56,0.00,0.01,0.04,4.2,0.35,0.35,1,1753.35,19.30,7.1,0.0,60.00,63.0,20.0,144.0,117.3,0.069,13.7,4130.00
2025-09-12T08:00,14.9,46,0.00,0.01,0.11,2.7,1.35,1.35,1,3600.00,19.30,8.9,0.0,225.00,206.0,101.0,341.7,267.6,0.070,13.8,4180.00
2025-09-12T09:00,17.7,37,0.00,0.03,0.22,2.3,2.75,2.75,1,3600.00,19.20,10.1,0.0,470.00,390.0,254.0,546.8,453.8,0.069,15.7,4190.00
2025-09-12T10:00,20.2,32,0.00,0.04,0.34,3.5,3.95,4.20,1,3600.00,18.70,11.3,0.0,670.00,558.0,410.0,677.5,611.9,0.069,17.8,4190.00
2025-09-12T11:00,22.9,28,0.00,0.05,0.46,7.2,5.35,5.40,1,3600.00,17.90,12.6,0.0,945.00,682.0,526.0,743.2,717.5,0.068,20.0,4220.00
2025-09-12T12:00,24.4,27,0.00,0.07,0.53,10.5,6.10,6.10,1,3600.00,17.60,13.6,0.0,1120.00,748.0,585.0,764.2,760.5,0.067,21.4,4230.00
2025-09-12T13:00,25.9,26,0.00,0.07,0.56,11.7,6.20,6.20,1,3600.00,17.40,14.4,0.0,1340.00,758.0,597.0,771.1,746.1,0.066,22.9,4210.00
2025-09-12T14:00,26.9,23,0.00,0.07,0.56,12.8,5.70,5.70,1,3600.00,17.60,14.5,0.0,1615.00,714.0,568.0,774.4,678.7,0.065,24.2,4230.00
2025-09-12T15:00,27.4,22,0.00,0.07,0.50,12.9,4.65,4.65,1,3600.00,18.00,14.6,10.0,1715.00,614.0,483.0,747.7,559.0,0.064,25.1,4300.00
2025-09-12T16:00,27.6,21,0.00,0.06,0.41,12.9,3.30,3.30,1,3600.00,18.60,14.5,10.0,1590.00,467.0,352.0,680.0,398.8,0.064,25.7,4430.00
2025-09-12T17:00,27.1,23,0.00,0.05,0.28,10.2,1.80,1.80,1,3600.00,19.20,14.7,0.0,1425.00,290.0,198.0,554.3,218.5,0.063,25.9,4550.00
2025-09-12T18:00,25.4,26,0.00,0.04,0.13,7.2,0.60,0.60,1,3600.00,19.60,14.1,0.0,85.00,113.0,56.0,318.8,52.1,0.063,25.3,4550.00
2025-09-12T19:00,22.6,31,0.00,0.02,0.07,4.9,0.05,0.05,0,0.00,19.70,12.9,0.0,50.00,8.0,1.0,13.0,0.0,0.064,24.2,4550.00
2025-09-12T20:00,20.8,35,0.00,0.01,0.03,4.1,0.00,0.00,0,0.00,19.80,12.2,0.0,150.00,0.0,0.0,0.0,0.0,0.064,22.9,4510.00
2025-09-12T21:00,19.2,38,0.00,0.01,0.03,4.4,0.00,0.00,0,0.00,19.70,11.4,0.0,190.00,0.0,0.0,0.0,0.0,0.065,21.9,4460.00
2025-09-12T22:00,17.2,43,0.00,0.01,0.02,4.3,0.00,0.00,0,0.00,19.30,10.4,0.0,95.00,0.0,0.0,0.0,0.0,0.065,21.2,4440.00
2025-09-12T23:00,15.2,47,0.00,0.01,0.02,4.6,0.00,0.00,0,0.00,18.90,9.3,0.0,15.00,0.0,0.0,0.0,0.0,0.066,20.4,4450.00
2025-09-13T00:00,14.2,51,0.00,0.01,0.02,4.8,0.00,0.00,0,0.00,19.00,8.8,0.0,10.00,0.0,0.0,0.0,0.0,0.066,19.7,4480.00
2025-09-13T01:00,13.4,53,0.00,0.01,0.01,4.2,0.00,0.00,0,0.00,18.90,8.3,0.0,10.00,0.0,0.0,0.0,0.0,0.067,19.0,4490.00
2025-09-13T02:00,12.6,56,0.00,0.01,0.01,4.7,0.00,0.00,0,0.00,18.90,7.9,0.0,10.00,0.0,0.0,0.0,0.0,0.067,18.3,4470.00
2025-09-13T03:00,12.3,57,0.00,0.01,0.01,4.7,0.00,0.00,0,0.00,18.80,7.8,0.0,10.00,0.0,0.0,0.0,0.0,0.068,17.6,4440.00
2025-09-13T04:00,12.0,58,0.00,0.01,0.01,4.7,0.00,0.00,0,0.00,18.90,7.6,0.0,15.00,0.0,0.0,0.0,0.0,0.068,16.9,4390.00
2025-09-13T05:00,12.2,54,0.00,-0.00,0.01,4.6,0.00,0.00,0,0.00,19.50,7.4,0.0,25.00,0.0,0.0,0.0,0.0,0.066,15.7,4390.00
2025-09-13T06:00,11.8,57,0.00,0.01,0.01,4.6,0.00,0.00,1,0.00,20.10,7.3,0.0,20.00,0.0,0.0,0.0,0.0,0.066,15.0,4360.00
2025-09-13T07:00,12.6,55,0.00,0.01,0.04,4.0,0.30,0.30,1,1299.94,20.40,7.9,0.0,95.00,60.0,17.0,123.9,113.4,0.066,14.4,4350.00
2025-09-13T08:00,15.5,46,0.00,0.01,0.13,5.8,1.30,1.30,1,3600.00,20.50,9.4,0.0,260.00,203.0,89.0,304.6,264.4,0.067,14.1,4340.00
2025-09-13T09:00,17.5,41,0.00,0.03,0.24,7.4,2.70,2.70,1,3600.00,20.70,10.4,0.0,435.00,375.0,223.0,483.6,436.7,0.066,15.4,4350.00
2025-09-13T10:00,19.4,37,0.00,0.04,0.34,9.6,4.15,4.15,1,3600.00,20.90,11.4,0.0,755.00,521.0,326.0,541.9,571.5,0.066,16.9,4340.00
2025-09-13T11:00,21.4,33,0.00,0.05,0.41,9.4,5.25,5.35,1,3600.00,19.90,12.3,0.0,1035.00,586.0,305.0,433.2,616.6,0.066,18.7,4320.00
2025-09-13T12:00,22.3,32,0.00,0.05,0.44,12.1,5.75,6.00,1,3600.00,19.40,12.9,0.0,1215.00,596.0,252.0,331.0,605.9,0.065,19.7,4300.00
2025-09-13T13:00,23.1,30,0.00,0.05,0.45,13.6,5.05,6.10,1,3600.00,19.50,13.2,0.0,1275.00,580.0,227.0,294.8,570.7,0.064,20.6,4270.00
2025-09-13T14:00,23.7,29,0.00,0.05,0.44,13.3,4.90,5.60,1,3600.00,20.30,13.4,0.0,1375.00,554.0,226.0,310.1,526.3,0.064,21.4,4270.00
2025-09-13T15:00,23.8,29,0.00,0.05,0.35,11.7,2.85,4.55,1,3301.49,20.90,13.5,0.0,1230.00,401.0,109.0,170.0,364.7,0.064,21.7,4250.00
2025-09-13T16:00,23.4,28,0.00,0.04,0.29,12.8,2.80,3.20,1,2649.86,20.10,13.0,0.0,1650.00,287.0,76.0,148.3,244.6,0.063,21.8,4200.00
2025-09-13T17:00,23.6,26,0.00,0.04,0.23,10.8,1.70,1.75,1,3600.00,19.90,12.8,0.0,1360.00,215.0,92.0,261.6,161.1,0.063,22.4,4190.00
2025-09-13T18:00,22.1,27,0.00,0.03,0.14,9.7,0.60,0.60,1,1729.32,19.20,11.9,0.0,150.00,80.0,20.0,117.6,35.4,0.063,21.6,4180.00
2025-09-13T19:00,20.1,31,0.00,0.02,0.07,4.7,0.05,0.05,0,0.00,19.10,11.1,0.0,50.00,6.0,0.0,0.0,0.0,0.063,20.6,4130.00
2025-09-13T20:00,18.9,36,0.00,0.01,0.01,2.4,0.00,0.00,0,0.00,18.10,10.9,0.0,45.00,0.0,0.0,0.0,0.0,0.064,19.6,4010.00
2025-09-13T21:00,17.6,38,0.00,0.01,0.03,5.0,0.00,0.00,0,0.00,17.20,10.1,0.0,115.00,0.0,0.0,0.0,0.0,0.064,18.7,3940.00
2025-09-13T22:00,15.7,45,0.00,0.01,0.01,3.5,0.00,0.00,0,0.00,17.20,9.4,0.0,140.00,0.0,0.0,0.0,0.0,0.065,17.7,3880.00
2025-09-13T23:00,15.1,44,0.00,0.01,0.01,3.4,0.00,0.00,0,0.00,17.60,8.8,0.0,25.00,0.0,0.0,0.0,0.0,0.065,17.2,3830.00
2025-09-14T00:00,14.2,48,0.00,0.01,0.01,3.4,0.00,0.00,0,0.00,17.70,8.5,0.0,10.00,0.0,0.0,0.0,0.0,0.066,16.8,3810.00
2025-09-14T01:00,13.8,49,0.00,-0.00,0.01,3.4,0.00,0.00,0,0.00,17.60,8.3,0.0,10.00,0.0,0.0,0.0,0.0,0.066,16.0,3760.00
2025-09-14T02:00,13.4,50,0.00,-0.00,0.01,3.2,0.00,0.00,0,0.00,17.40,8.0,0.0,10.00,0.0,0.0,0.0,0.0,0.066,15.2,3760.00
2025-09-14T03:00,12.5,53,0.00,-0.00,0.01,4.0,0.00,0.00,0,0.00,17.30,7.5,0.0,10.00,0.0,0.0,0.0,0.0,0.067,14.7,3740.00
2025-09-14T04:00,11.1,58,0.00,-0.00,0.01,4.6,0.00,0.00,0,0.00,17.60,6.8,0.0,15.00,0.0,0.0,0.0,0.0,0.067,14.3,3760.00
2025-09-14T05:00,9.4,59,0.00,-0.00,0.01,4.8,0.00,0.00,0,0.00,17.70,5.4,0.0,20.00,0.0,0.0,0.0,0.0,0.064,13.6,3760.00
2025-09-14T06:00,8.8,62,0.00,-0.00,0.01,4.6,0.00,0.00,1,0.00,17.80,5.1,0.0,15.00,0.0,0.0,0.0,0.0,0.064,13.2,3760.00
2025-09-14T07:00,9.7,59,0.00,-0.00,0.03,4.0,0.30,0.30,1,1442.64,17.90,5.6,0.0,65.00,59.0,18.0,132.9,113.3,0.064,13.0,3820.00
2025-09-14T08:00,13.9,45,0.00,0.01,0.11,2.3,1.30,1.30,1,3600.00,17.60,7.9,0.0,210.00,214.0,117.0,405.1,279.4,0.064,13.0,3850.00
2025-09-14T09:00,17.1,35,0.00,0.03,0.21,1.5,2.65,2.65,1,3600.00,17.70,9.3,0.0,420.00,393.0,266.0,581.2,458.1,0.064,15.1,3870.00
2025-09-14T10:00,19.6,31,0.00,0.04,0.35,5.4,4.10,4.10,1,3600.00,17.80,10.7,0.0,630.00,557.0,418.0,699.0,611.2,0.064,17.0,3880.00
2025-09-14T11:00,22.0,27,0.00,0.05,0.46,9.6,5.25,5.25,1,3600.00,17.60,11.8,0.0,825.00,678.0,532.0,759.8,713.4,0.063,19.1,3870.00
